"fecha";"Run Fondo";"periodo";"rent";"serie"
2023-02-16;"8872";"1Y";0.06;APV-AP-APVC
2023-02-16;"8872";YTD;0.03;APV-AP-APVC
2023-02-17;"8872";"1M";0.03;APV-AP-APVC
2023-02-17;"8872";"3M";0.02;APV-AP-APVC
2023-02-17;"8872";"6M";0.04;APV-AP-APVC
2023-02-17;"8872";"1Y";0.04;APV-AP-APVC
2023-02-17;"8872";YTD;0.01;APV-AP-APVC
2023-02-18;"8872";"1M";0.02;APV-AP-APVC
2023-02-18;"8872";"3M";0.01;APV-AP-APVC
2023-02-18;"8872";"6M";0.04;APV-AP-APVC
2023-02-18;"8872";"1Y";0.04;APV-AP-APVC
2023-02-18;"8872";YTD;0.01;APV-AP-APVC
2023-02-19;"8872";"1M";0.02;APV-AP-APVC
2023-02-19;"8872";"3M";0.01;APV-AP-APVC
2023-02-19;"8872";"6M";0.04;APV-AP-APVC
2023-02-19;"8872";"1Y";0.04;APV-AP-APVC
2023-02-19;"8872";YTD;0.01;APV-AP-APVC
2023-02-20;"8872";"1M";0.02;APV-AP-APVC
2023-02-20;"8872";"3M";0.01;APV-AP-APVC
2023-02-20;"8872";"6M";0.04;APV-AP-APVC
2023-02-20;"8872";"1Y";0.04;APV-AP-APVC
2023-02-20;"8872";YTD;0.01;APV-AP-APVC
2023-02-21;"8872";"1M";0.00;APV-AP-APVC
2023-02-21;"8872";"3M";-0.02;APV-AP-APVC
2023-02-21;"8872";"6M";0.02;APV-AP-APVC
2023-02-21;"8872";"1Y";0.02;APV-AP-APVC
2023-02-21;"8872";YTD;0.00;APV-AP-APVC
2023-02-22;"8872";"1M";0.00;APV-AP-APVC
2023-02-22;"8872";"3M";-0.02;APV-AP-APVC
2023-02-22;"8872";"6M";0.02;APV-AP-APVC
2023-02-22;"8872";"1Y";0.02;APV-AP-APVC
2023-02-22;"8872";YTD;0.00;APV-AP-APVC
2023-02-23;"8872";"1M";0.00;APV-AP-APVC
2023-02-23;"8872";"3M";0.00;APV-AP-APVC
2023-02-23;"8872";"6M";0.03;APV-AP-APVC
2023-02-23;"8872";"1Y";0.03;APV-AP-APVC
2023-02-23;"8872";YTD;0.01;APV-AP-APVC
2023-02-24;"8872";"1M";0.01;APV-AP-APVC
2023-02-24;"8872";"3M";0.00;APV-AP-APVC
2023-02-24;"8872";"6M";0.04;APV-AP-APVC
2023-02-24;"8872";"1Y";0.04;APV-AP-APVC
2023-02-24;"8872";YTD;0.01;APV-AP-APVC
2023-02-25;"8872";"1M";0.01;APV-AP-APVC
2023-02-25;"8872";"3M";0.01;APV-AP-APVC
2023-02-25;"8872";"6M";0.04;APV-AP-APVC
2023-02-25;"8872";"1Y";0.04;APV-AP-APVC
2023-02-25;"8872";YTD;0.01;APV-AP-APVC
2023-02-26;"8872";"1M";0.00;APV-AP-APVC
2023-02-26;"8872";"3M";0.01;APV-AP-APVC
2023-02-26;"8872";"6M";0.04;APV-AP-APVC
2023-02-26;"8872";"1Y";0.04;APV-AP-APVC
2023-02-26;"8872";YTD;0.01;APV-AP-APVC
2023-02-27;"8872";"1M";0.00;APV-AP-APVC
2023-02-27;"8872";"3M";0.01;APV-AP-APVC
2023-02-27;"8872";"6M";0.04;APV-AP-APVC
2023-02-27;"8872";"1Y";0.04;APV-AP-APVC
2023-02-27;"8872";YTD;0.01;APV-AP-APVC
2023-02-28;"8872";"1M";0.00;APV-AP-APVC
2023-02-28;"8872";"3M";0.03;APV-AP-APVC
2023-02-28;"8872";"6M";0.05;APV-AP-APVC
2023-02-28;"8872";"1Y";0.05;APV-AP-APVC
2023-02-28;"8872";YTD;0.02;APV-AP-APVC
2023-03-01;"8872";"1M";0.01;APV-AP-APVC
2023-03-01;"8872";"3M";0.02;APV-AP-APVC
2023-03-01;"8872";"6M";0.05;APV-AP-APVC
2023-03-01;"8872";"1Y";0.05;APV-AP-APVC
2023-03-01;"8872";YTD;0.02;APV-AP-APVC
2023-03-02;"8872";"1M";0.01;APV-AP-APVC
2023-03-02;"8872";"3M";0.02;APV-AP-APVC
2023-03-02;"8872";"6M";0.05;APV-AP-APVC
2023-03-02;"8872";"1Y";0.05;APV-AP-APVC
2023-03-02;"8872";YTD;0.02;APV-AP-APVC
2023-03-03;"8872";"1M";0.02;APV-AP-APVC
2023-03-03;"8872";"3M";0.02;APV-AP-APVC
2023-03-03;"8872";"6M";0.06;APV-AP-APVC
2023-03-03;"8872";"1Y";0.06;APV-AP-APVC
2023-03-03;"8872";YTD;0.03;APV-AP-APVC
2023-03-04;"8872";"1M";0.02;APV-AP-APVC
2023-03-04;"8872";"3M";0.02;APV-AP-APVC
2023-03-04;"8872";"6M";0.06;APV-AP-APVC
2023-03-04;"8872";"1Y";0.06;APV-AP-APVC
2023-03-04;"8872";YTD;0.03;APV-AP-APVC
2023-03-05;"8872";"1M";0.02;APV-AP-APVC
2023-03-05;"8872";"3M";0.03;APV-AP-APVC
2023-03-05;"8872";"6M";0.06;APV-AP-APVC
2023-03-05;"8872";"1Y";0.06;APV-AP-APVC
2023-03-05;"8872";YTD;0.03;APV-AP-APVC
2023-03-06;"8872";"1M";0.02;APV-AP-APVC
2023-03-06;"8872";"3M";0.03;APV-AP-APVC
2023-03-06;"8872";"6M";0.06;APV-AP-APVC
2023-03-06;"8872";"1Y";0.06;APV-AP-APVC
2023-03-06;"8872";YTD;0.03;APV-AP-APVC
2023-03-07;"8872";"1M";0.02;APV-AP-APVC
2023-03-07;"8872";"3M";0.03;APV-AP-APVC
2023-03-07;"8872";"6M";0.05;APV-AP-APVC
2023-03-07;"8872";"1Y";0.05;APV-AP-APVC
2023-03-07;"8872";YTD;0.02;APV-AP-APVC
2023-03-08;"8872";"1M";0.02;APV-AP-APVC
2023-03-08;"8872";"3M";0.04;APV-AP-APVC
2023-03-08;"8872";"6M";0.06;APV-AP-APVC
2023-03-08;"8872";"1Y";0.06;APV-AP-APVC
2023-03-08;"8872";YTD;0.03;APV-AP-APVC
2023-03-09;"8872";"1M";0.02;APV-AP-APVC
2023-03-09;"8872";"3M";0.04;APV-AP-APVC
2023-03-09;"8872";"6M";0.06;APV-AP-APVC
2023-03-09;"8872";"1Y";0.06;APV-AP-APVC
2023-03-09;"8872";YTD;0.03;APV-AP-APVC
2023-03-10;"8872";"1M";0.00;APV-AP-APVC
2023-03-10;"8872";"3M";0.04;APV-AP-APVC
2023-03-10;"8872";"6M";0.05;APV-AP-APVC
2023-03-10;"8872";"1Y";0.05;APV-AP-APVC
2023-03-10;"8872";YTD;0.02;APV-AP-APVC
2023-03-11;"8872";"1M";0.00;APV-AP-APVC
2023-03-11;"8872";"3M";0.04;APV-AP-APVC
2023-03-11;"8872";"6M";0.05;APV-AP-APVC
2023-03-11;"8872";"1Y";0.05;APV-AP-APVC
2023-03-11;"8872";YTD;0.02;APV-AP-APVC
2023-03-12;"8872";"1M";0.00;APV-AP-APVC
2023-03-12;"8872";"3M";0.03;APV-AP-APVC
2023-03-12;"8872";"6M";0.05;APV-AP-APVC
2023-03-12;"8872";"1Y";0.05;APV-AP-APVC
2023-03-12;"8872";YTD;0.02;APV-AP-APVC
2023-03-13;"8872";"1M";0.00;APV-AP-APVC
2023-03-13;"8872";"3M";0.03;APV-AP-APVC
2023-03-13;"8872";"6M";0.04;APV-AP-APVC
2023-03-13;"8872";"1Y";0.04;APV-AP-APVC
2023-03-13;"8872";YTD;0.02;APV-AP-APVC
2023-03-14;"8872";"1M";0.00;APV-AP-APVC
2023-03-14;"8872";"3M";0.03;APV-AP-APVC
2023-03-14;"8872";"6M";0.04;APV-AP-APVC
2023-03-14;"8872";"1Y";0.04;APV-AP-APVC
2023-03-14;"8872";YTD;0.01;APV-AP-APVC
2023-03-15;"8872";"1M";-0.03;APV-AP-APVC
2023-03-15;"8872";"3M";0.03;APV-AP-APVC
2023-03-15;"8872";"6M";0.02;APV-AP-APVC
2023-03-15;"8872";"1Y";0.02;APV-AP-APVC
2023-03-15;"8872";YTD;-0.01;APV-AP-APVC
2023-03-16;"8872";"1M";-0.04;APV-AP-APVC
2023-03-16;"8872";"3M";0.02;APV-AP-APVC
2023-03-16;"8872";"6M";0.02;APV-AP-APVC
2023-03-16;"8872";"1Y";0.02;APV-AP-APVC
2023-03-16;"8872";YTD;-0.01;APV-AP-APVC
2023-03-17;"8872";"1M";-0.03;APV-AP-APVC
2023-03-17;"8872";"3M";0.01;APV-AP-APVC
2023-03-17;"8872";"6M";0.01;APV-AP-APVC
2023-03-17;"8872";"1Y";0.01;APV-AP-APVC
2023-03-17;"8872";YTD;-0.02;APV-AP-APVC
2023-03-18;"8872";"1M";-0.03;APV-AP-APVC
2023-03-18;"8872";"3M";0.01;APV-AP-APVC
2023-03-18;"8872";"6M";0.01;APV-AP-APVC
2023-03-18;"8872";"1Y";0.01;APV-AP-APVC
2023-03-18;"8872";YTD;-0.02;APV-AP-APVC
2023-03-19;"8872";"1M";-0.03;APV-AP-APVC
2023-03-19;"8872";"3M";-0.01;APV-AP-APVC
2023-03-19;"8872";"6M";0.01;APV-AP-APVC
2023-03-19;"8872";"1Y";0.01;APV-AP-APVC
2023-03-19;"8872";YTD;-0.02;APV-AP-APVC
2023-03-20;"8872";"1M";-0.03;APV-AP-APVC
2023-03-20;"8872";"3M";-0.02;APV-AP-APVC
2023-03-20;"8872";"6M";0.01;APV-AP-APVC
2023-03-20;"8872";"1Y";0.01;APV-AP-APVC
2023-03-20;"8872";YTD;-0.02;APV-AP-APVC
2023-03-21;"8872";"1M";0.00;APV-AP-APVC
2023-03-21;"8872";"3M";0.00;APV-AP-APVC
2023-03-21;"8872";"6M";0.03;APV-AP-APVC
2023-03-21;"8872";"1Y";0.03;APV-AP-APVC
2023-03-21;"8872";YTD;0.00;APV-AP-APVC
2023-03-22;"8872";"1M";0.00;APV-AP-APVC
2023-03-22;"8872";"3M";0.00;APV-AP-APVC
2023-03-22;"8872";"6M";0.02;APV-AP-APVC
2023-03-22;"8872";"1Y";0.02;APV-AP-APVC
2023-03-22;"8872";YTD;0.00;APV-AP-APVC
2023-03-23;"8872";"1M";-0.01;APV-AP-APVC
2023-03-23;"8872";"3M";0.00;APV-AP-APVC
2023-03-23;"8872";"6M";0.03;APV-AP-APVC
2023-03-23;"8872";"1Y";0.03;APV-AP-APVC
2023-03-23;"8872";YTD;0.00;APV-AP-APVC
2023-03-24;"8872";"1M";-0.02;APV-AP-APVC
2023-03-24;"8872";"3M";-0.01;APV-AP-APVC
2023-03-24;"8872";"6M";0.02;APV-AP-APVC
2023-03-24;"8872";"1Y";0.02;APV-AP-APVC
2023-03-24;"8872";YTD;-0.01;APV-AP-APVC
2023-03-25;"8872";"1M";-0.02;APV-AP-APVC
2023-03-25;"8872";"3M";-0.01;APV-AP-APVC
2023-03-25;"8872";"6M";0.02;APV-AP-APVC
2023-03-25;"8872";"1Y";0.02;APV-AP-APVC
2023-03-25;"8872";YTD;-0.01;APV-AP-APVC
2023-03-26;"8872";"1M";-0.02;APV-AP-APVC
2023-03-26;"8872";"3M";0.00;APV-AP-APVC
2023-03-26;"8872";"6M";0.02;APV-AP-APVC
2023-03-26;"8872";"1Y";0.02;APV-AP-APVC
2023-03-26;"8872";YTD;-0.01;APV-AP-APVC
2023-03-27;"8872";"1M";-0.02;APV-AP-APVC
2023-03-27;"8872";"3M";0.01;APV-AP-APVC
2023-03-27;"8872";"6M";0.02;APV-AP-APVC
2023-03-27;"8872";"1Y";0.02;APV-AP-APVC
2023-03-27;"8872";YTD;0.00;APV-AP-APVC
2023-03-28;"8872";"1M";-0.03;APV-AP-APVC
2023-03-28;"8872";"3M";0.00;APV-AP-APVC
2023-03-28;"8872";"6M";0.02;APV-AP-APVC
2023-03-28;"8872";"1Y";0.02;APV-AP-APVC
2023-03-28;"8872";YTD;-0.01;APV-AP-APVC
2023-03-29;"8872";"1M";-0.02;APV-AP-APVC
2023-03-29;"8872";"3M";0.01;APV-AP-APVC
2023-03-29;"8872";"6M";0.03;APV-AP-APVC
2023-03-29;"8872";"1Y";0.03;APV-AP-APVC
2023-03-29;"8872";YTD;0.00;APV-AP-APVC
2023-03-30;"8872";"1M";-0.02;APV-AP-APVC
2023-03-30;"8872";"3M";0.00;APV-AP-APVC
2023-03-30;"8872";"6M";0.02;APV-AP-APVC
2023-03-30;"8872";"1Y";0.03;APV-AP-APVC
2023-03-30;"8872";YTD;0.00;APV-AP-APVC
2023-03-31;"8872";"1M";-0.02;APV-AP-APVC
2023-03-31;"8872";"3M";0.00;APV-AP-APVC
2023-03-31;"8872";"6M";0.02;APV-AP-APVC
2023-03-31;"8872";"1Y";0.03;APV-AP-APVC
2023-03-31;"8872";YTD;0.00;APV-AP-APVC
2023-04-01;"8872";"1M";-0.01;APV-AP-APVC
2023-04-01;"8872";"3M";0.00;APV-AP-APVC
2023-04-01;"8872";"6M";0.02;APV-AP-APVC
2023-04-01;"8872";"1Y";0.03;APV-AP-APVC
2023-04-01;"8872";YTD;0.00;APV-AP-APVC
2023-04-02;"8872";"1M";-0.02;APV-AP-APVC
2023-04-02;"8872";"3M";0.00;APV-AP-APVC
2023-04-02;"8872";"6M";0.02;APV-AP-APVC
2023-04-02;"8872";"1Y";0.03;APV-AP-APVC
2023-04-02;"8872";YTD;0.00;APV-AP-APVC
2023-04-03;"8872";"1M";-0.03;APV-AP-APVC
2023-04-03;"8872";"3M";0.03;APV-AP-APVC
2023-04-03;"8872";"6M";0.01;APV-AP-APVC
2023-04-03;"8872";"1Y";0.03;APV-AP-APVC
2023-04-03;"8872";YTD;0.00;APV-AP-APVC
2023-04-04;"8872";"1M";-0.04;APV-AP-APVC
2023-04-04;"8872";"3M";0.02;APV-AP-APVC
2023-04-04;"8872";"6M";-0.02;APV-AP-APVC
2023-04-04;"8872";"1Y";0.01;APV-AP-APVC
2023-04-04;"8872";YTD;-0.02;APV-AP-APVC
2023-04-05;"8872";"1M";-0.04;APV-AP-APVC
2023-04-05;"8872";"3M";0.02;APV-AP-APVC
2023-04-05;"8872";"6M";-0.01;APV-AP-APVC
2023-04-05;"8872";"1Y";0.02;APV-AP-APVC
2023-04-05;"8872";YTD;-0.01;APV-AP-APVC
2023-04-06;"8872";"1M";-0.03;APV-AP-APVC
2023-04-06;"8872";"3M";0.02;APV-AP-APVC
2023-04-06;"8872";"6M";0.00;APV-AP-APVC
2023-04-06;"8872";"1Y";0.02;APV-AP-APVC
2023-04-06;"8872";YTD;-0.01;APV-AP-APVC
2023-04-07;"8872";"1M";-0.03;APV-AP-APVC
2023-04-07;"8872";"3M";0.02;APV-AP-APVC
2023-04-07;"8872";"6M";0.02;APV-AP-APVC
2023-04-07;"8872";"1Y";0.02;APV-AP-APVC
2023-04-07;"8872";YTD;-0.01;APV-AP-APVC
2023-04-08;"8872";"1M";-0.03;APV-AP-APVC
2023-04-08;"8872";"3M";0.02;APV-AP-APVC
2023-04-08;"8872";"6M";0.02;APV-AP-APVC
2023-04-08;"8872";"1Y";0.02;APV-AP-APVC
2023-04-08;"8872";YTD;-0.01;APV-AP-APVC
2023-04-09;"8872";"1M";-0.03;APV-AP-APVC
2023-04-09;"8872";"3M";0.02;APV-AP-APVC
2023-04-09;"8872";"6M";0.02;APV-AP-APVC
2023-04-09;"8872";"1Y";0.02;APV-AP-APVC
2023-04-09;"8872";YTD;-0.01;APV-AP-APVC
2023-04-10;"8872";"1M";-0.03;APV-AP-APVC
2023-04-10;"8872";"3M";0.02;APV-AP-APVC
2023-04-10;"8872";"6M";0.02;APV-AP-APVC
2023-04-10;"8872";"1Y";0.02;APV-AP-APVC
2023-04-10;"8872";YTD;0.00;APV-AP-APVC
2023-04-11;"8872";"1M";-0.02;APV-AP-APVC
2023-04-11;"8872";"3M";0.02;APV-AP-APVC
2023-04-11;"8872";"6M";0.05;APV-AP-APVC
2023-04-11;"8872";"1Y";0.03;APV-AP-APVC
2023-04-11;"8872";YTD;0.00;APV-AP-APVC
2023-04-12;"8872";"1M";-0.01;APV-AP-APVC
2023-04-12;"8872";"3M";0.02;APV-AP-APVC
2023-04-12;"8872";"6M";0.07;APV-AP-APVC
2023-04-12;"8872";"1Y";0.04;APV-AP-APVC
2023-04-12;"8872";YTD;0.01;APV-AP-APVC
2023-04-13;"8872";"1M";0.00;APV-AP-APVC
2023-04-13;"8872";"3M";0.04;APV-AP-APVC
2023-04-13;"8872";"6M";0.07;APV-AP-APVC
2023-04-13;"8872";"1Y";0.04;APV-AP-APVC
2023-04-13;"8872";YTD;0.01;APV-AP-APVC
2023-04-14;"8872";"1M";0.01;APV-AP-APVC
2023-04-14;"8872";"3M";0.04;APV-AP-APVC
2023-04-14;"8872";"6M";0.07;APV-AP-APVC
2023-04-14;"8872";"1Y";0.05;APV-AP-APVC
2023-04-14;"8872";YTD;0.02;APV-AP-APVC
2023-04-15;"8872";"1M";0.03;APV-AP-APVC
2023-04-15;"8872";"3M";0.04;APV-AP-APVC
2023-04-15;"8872";"6M";0.07;APV-AP-APVC
2023-04-15;"8872";"1Y";0.05;APV-AP-APVC
2023-04-15;"8872";YTD;0.02;APV-AP-APVC
2023-04-16;"8872";"1M";0.03;APV-AP-APVC
2023-04-16;"8872";"3M";0.04;APV-AP-APVC
2023-04-16;"8872";"6M";0.07;APV-AP-APVC
2023-04-16;"8872";"1Y";0.05;APV-AP-APVC
2023-04-16;"8872";YTD;0.02;APV-AP-APVC
2023-04-17;"8872";"1M";0.05;APV-AP-APVC
2023-04-17;"8872";"3M";0.05;APV-AP-APVC
2023-04-17;"8872";"6M";0.05;APV-AP-APVC
2023-04-17;"8872";"1Y";0.06;APV-AP-APVC
2023-04-17;"8872";YTD;0.03;APV-AP-APVC
2023-04-18;"8872";"1M";0.05;APV-AP-APVC
2023-04-18;"8872";"3M";0.04;APV-AP-APVC
2023-04-18;"8872";"6M";0.05;APV-AP-APVC
2023-04-18;"8872";"1Y";0.06;APV-AP-APVC
2023-04-18;"8872";YTD;0.03;APV-AP-APVC
2023-04-19;"8872";"1M";0.04;APV-AP-APVC
2023-04-19;"8872";"3M";0.04;APV-AP-APVC
2023-04-19;"8872";"6M";0.05;APV-AP-APVC
2023-04-19;"8872";"1Y";0.05;APV-AP-APVC
2023-04-19;"8872";YTD;0.02;APV-AP-APVC
2023-04-20;"8872";"1M";0.04;APV-AP-APVC
2023-04-20;"8872";"3M";0.02;APV-AP-APVC
2023-04-20;"8872";"6M";0.04;APV-AP-APVC
2023-04-20;"8872";"1Y";0.05;APV-AP-APVC
2023-04-20;"8872";YTD;0.02;APV-AP-APVC
2023-04-21;"8872";"1M";-0.02;APV-AP-APVC
2023-04-21;"8872";"3M";-0.01;APV-AP-APVC
2023-04-21;"8872";"6M";0.00;APV-AP-APVC
2023-04-21;"8872";"1Y";0.01;APV-AP-APVC
2023-04-21;"8872";YTD;-0.02;APV-AP-APVC
2023-04-22;"8872";"1M";-0.01;APV-AP-APVC
2023-04-22;"8872";"3M";-0.01;APV-AP-APVC
2023-04-22;"8872";"6M";0.00;APV-AP-APVC
2023-04-22;"8872";"1Y";0.01;APV-AP-APVC
2023-04-22;"8872";YTD;-0.02;APV-AP-APVC
2023-04-23;"8872";"1M";-0.01;APV-AP-APVC
2023-04-23;"8872";"3M";-0.02;APV-AP-APVC
2023-04-23;"8872";"6M";0.00;APV-AP-APVC
2023-04-23;"8872";"1Y";0.01;APV-AP-APVC
2023-04-23;"8872";YTD;-0.02;APV-AP-APVC
2023-04-24;"8872";"1M";0.00;APV-AP-APVC
2023-04-24;"8872";"3M";0.00;APV-AP-APVC
2023-04-24;"8872";"6M";0.01;APV-AP-APVC
2023-04-24;"8872";"1Y";0.02;APV-AP-APVC
2023-04-24;"8872";YTD;-0.01;APV-AP-APVC
2023-04-25;"8872";"1M";0.00;APV-AP-APVC
2023-04-25;"8872";"3M";0.00;APV-AP-APVC
2023-04-25;"8872";"6M";0.00;APV-AP-APVC
2023-04-25;"8872";"1Y";0.02;APV-AP-APVC
2023-04-25;"8872";YTD;-0.01;APV-AP-APVC
2023-04-26;"8872";"1M";0.01;APV-AP-APVC
2023-04-26;"8872";"3M";-0.01;APV-AP-APVC
2023-04-26;"8872";"6M";0.00;APV-AP-APVC
2023-04-26;"8872";"1Y";0.03;APV-AP-APVC
2023-04-26;"8872";YTD;0.00;APV-AP-APVC
2023-04-27;"8872";"1M";0.02;APV-AP-APVC
2023-04-27;"8872";"3M";0.00;APV-AP-APVC
2023-04-27;"8872";"6M";0.02;APV-AP-APVC
2023-04-27;"8872";"1Y";0.04;APV-AP-APVC
2023-04-27;"8872";YTD;0.02;APV-AP-APVC
2023-04-28;"8872";"1M";0.03;APV-AP-APVC
2023-04-28;"8872";"3M";0.00;APV-AP-APVC
2023-04-28;"8872";"6M";0.02;APV-AP-APVC
2023-04-28;"8872";"1Y";0.05;APV-AP-APVC
2023-04-28;"8872";YTD;0.02;APV-AP-APVC
2023-04-29;"8872";"1M";0.01;APV-AP-APVC
2023-04-29;"8872";"3M";0.00;APV-AP-APVC
2023-04-29;"8872";"6M";0.02;APV-AP-APVC
2023-04-29;"8872";"1Y";0.05;APV-AP-APVC
2023-04-29;"8872";YTD;0.02;APV-AP-APVC
2023-04-30;"8872";"1M";0.02;APV-AP-APVC
2023-04-30;"8872";"3M";0.00;APV-AP-APVC
2023-04-30;"8872";"6M";0.02;APV-AP-APVC
2023-04-30;"8872";"1Y";0.05;APV-AP-APVC
2023-04-30;"8872";YTD;0.02;APV-AP-APVC
2023-05-01;"8872";"1M";0.01;APV-AP-APVC
2023-05-01;"8872";"3M";0.01;APV-AP-APVC
2023-05-01;"8872";"6M";0.02;APV-AP-APVC
2023-05-01;"8872";"1Y";0.04;APV-AP-APVC
2023-05-01;"8872";YTD;0.02;APV-AP-APVC
2023-05-02;"8872";"1M";0.01;APV-AP-APVC
2023-05-02;"8872";"3M";0.00;APV-AP-APVC
2023-05-02;"8872";"6M";0.01;APV-AP-APVC
2023-05-02;"8872";"1Y";0.04;APV-AP-APVC
2023-05-02;"8872";YTD;0.01;APV-AP-APVC
2023-05-03;"8872";"1M";0.01;APV-AP-APVC
2023-05-03;"8872";"3M";0.00;APV-AP-APVC
2023-05-03;"8872";"6M";0.02;APV-AP-APVC
2023-05-03;"8872";"1Y";0.04;APV-AP-APVC
2023-05-03;"8872";YTD;0.01;APV-AP-APVC
2023-05-04;"8872";"1M";0.03;APV-AP-APVC
2023-05-04;"8872";"3M";0.00;APV-AP-APVC
2023-05-04;"8872";"6M";0.01;APV-AP-APVC
2023-05-04;"8872";"1Y";0.04;APV-AP-APVC
2023-05-04;"8872";YTD;0.01;APV-AP-APVC
2023-05-05;"8872";"1M";0.03;APV-AP-APVC
2023-05-05;"8872";"3M";0.01;APV-AP-APVC
2023-05-05;"8872";"6M";0.02;APV-AP-APVC
2023-05-05;"8872";"1Y";0.05;APV-AP-APVC
2023-05-05;"8872";YTD;0.02;APV-AP-APVC
2023-05-06;"8872";"1M";0.03;APV-AP-APVC
2023-05-06;"8872";"3M";0.01;APV-AP-APVC
2023-05-06;"8872";"6M";0.02;APV-AP-APVC
2023-05-06;"8872";"1Y";0.05;APV-AP-APVC
2023-05-06;"8872";YTD;0.02;APV-AP-APVC
2023-05-07;"8872";"1M";0.03;APV-AP-APVC
2023-05-07;"8872";"3M";0.02;APV-AP-APVC
2023-05-07;"8872";"6M";0.01;APV-AP-APVC
2023-05-07;"8872";"1Y";0.05;APV-AP-APVC
2023-05-07;"8872";YTD;0.02;APV-AP-APVC
2023-05-08;"8872";"1M";0.05;APV-AP-APVC
2023-05-08;"8872";"3M";0.04;APV-AP-APVC
2023-05-08;"8872";"6M";0.01;APV-AP-APVC
2023-05-08;"8872";"1Y";0.08;APV-AP-APVC
2023-05-08;"8872";YTD;0.05;APV-AP-APVC
2023-05-09;"8872";"1M";0.04;APV-AP-APVC
2023-05-09;"8872";"3M";0.02;APV-AP-APVC
2023-05-09;"8872";"6M";0.01;APV-AP-APVC
2023-05-09;"8872";"1Y";0.06;APV-AP-APVC
2023-05-09;"8872";YTD;0.04;APV-AP-APVC
2023-05-10;"8872";"1M";0.04;APV-AP-APVC
2023-05-10;"8872";"3M";0.02;APV-AP-APVC
2023-05-10;"8872";"6M";0.01;APV-AP-APVC
2023-05-10;"8872";"1Y";0.07;APV-AP-APVC
2023-05-10;"8872";YTD;0.04;APV-AP-APVC
2023-05-11;"8872";"1M";0.04;APV-AP-APVC
2023-05-11;"8872";"3M";0.02;APV-AP-APVC
2023-05-11;"8872";"6M";0.01;APV-AP-APVC
2023-05-11;"8872";"1Y";0.07;APV-AP-APVC
2023-05-11;"8872";YTD;0.04;APV-AP-APVC
2023-05-12;"8872";"1M";0.03;APV-AP-APVC
2023-05-12;"8872";"3M";0.02;APV-AP-APVC
2023-05-12;"8872";"6M";0.01;APV-AP-APVC
2023-05-12;"8872";"1Y";0.07;APV-AP-APVC
2023-05-12;"8872";YTD;0.04;APV-AP-APVC
2023-05-13;"8872";"1M";0.03;APV-AP-APVC
2023-05-13;"8872";"3M";0.03;APV-AP-APVC
2023-05-13;"8872";"6M";0.01;APV-AP-APVC
2023-05-13;"8872";"1Y";0.07;APV-AP-APVC
2023-05-13;"8872";YTD;0.04;APV-AP-APVC
2023-05-14;"8872";"1M";0.02;APV-AP-APVC
2023-05-14;"8872";"3M";0.03;APV-AP-APVC
2023-05-14;"8872";"6M";0.02;APV-AP-APVC
2023-05-14;"8872";"1Y";0.07;APV-AP-APVC
2023-05-14;"8872";YTD;0.04;APV-AP-APVC
2023-05-15;"8872";"1M";0.01;APV-AP-APVC
2023-05-15;"8872";"3M";0.01;APV-AP-APVC
2023-05-15;"8872";"6M";0.03;APV-AP-APVC
2023-05-15;"8872";"1Y";0.06;APV-AP-APVC
2023-05-15;"8872";YTD;0.04;APV-AP-APVC
2023-05-16;"8872";"1M";0.02;APV-AP-APVC
2023-05-16;"8872";"3M";0.01;APV-AP-APVC
2023-05-16;"8872";"6M";0.04;APV-AP-APVC
2023-05-16;"8872";"1Y";0.07;APV-AP-APVC
2023-05-16;"8872";YTD;0.04;APV-AP-APVC
2023-05-17;"8872";"1M";0.01;APV-AP-APVC
2023-05-17;"8872";"3M";0.03;APV-AP-APVC
2023-05-17;"8872";"6M";0.05;APV-AP-APVC
2023-05-17;"8872";"1Y";0.07;APV-AP-APVC
2023-05-17;"8872";YTD;0.04;APV-AP-APVC
2023-05-18;"8872";"1M";0.01;APV-AP-APVC
2023-05-18;"8872";"3M";0.03;APV-AP-APVC
2023-05-18;"8872";"6M";0.05;APV-AP-APVC
2023-05-18;"8872";"1Y";0.07;APV-AP-APVC
2023-05-18;"8872";YTD;0.04;APV-AP-APVC
2023-05-19;"8872";"1M";0.02;APV-AP-APVC
2023-05-19;"8872";"3M";0.04;APV-AP-APVC
2023-05-19;"8872";"6M";0.05;APV-AP-APVC
2023-05-19;"8872";"1Y";0.07;APV-AP-APVC
2023-05-19;"8872";YTD;0.05;APV-AP-APVC
2023-05-20;"8872";"1M";0.03;APV-AP-APVC
2023-05-20;"8872";"3M";0.04;APV-AP-APVC
2023-05-20;"8872";"6M";0.05;APV-AP-APVC
2023-05-20;"8872";"1Y";0.07;APV-AP-APVC
2023-05-20;"8872";YTD;0.05;APV-AP-APVC
2023-05-21;"8872";"1M";0.06;APV-AP-APVC
2023-05-21;"8872";"3M";0.05;APV-AP-APVC
2023-05-21;"8872";"6M";0.03;APV-AP-APVC
2023-05-21;"8872";"1Y";0.07;APV-AP-APVC
2023-05-21;"8872";YTD;0.05;APV-AP-APVC
2023-05-22;"8872";"1M";0.06;APV-AP-APVC
2023-05-22;"8872";"3M";0.04;APV-AP-APVC
2023-05-22;"8872";"6M";0.02;APV-AP-APVC
2023-05-22;"8872";"1Y";0.07;APV-AP-APVC
